"signal / variable / member name";"context (frame or PDU / RTE port or operation)";"ECU";"bus signal / system variable";"direction";"access";"classification";"hooked";"ASR type";"VTT type";"array length";"bit count";"total bit count";"init value raw";"init value phys";"min value raw";"max value raw";"min value phys";"max value phys";"num_v1";"num_v2";"denom_v1";"unit";"comment"
"VTT::SCU::Dio::DIO_O_EQ_NTRST";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_MC_VER_0";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_MC_VER_1";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_MC_VER_2";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_MC_VER_6";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_MC_VER_4";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_MC_VER_5";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_MC_VER_3";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_O_MC_WDI";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_O_1V8_DIG_ENA";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_O_1V1_ENA";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_O_3V3_IP_ENA";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_O_1V0_ENA";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::UC_CAN2_STB";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::UC_CAN1_EN";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::UC_CAN1_STB";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_GPIO_EQ1";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::TP404";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_O_IP_RESET_EQ_NTRST";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
"VTT::SCU::Dio::DIO_I_MC_VER";"VTT::SCU::Dio";"SCU";"SV";"";"";"";"";"";"unsigned int";"0";"32";"32";"";"";"";"";"";"";"";"";"";"";""
